alt (m)  	time 	
1339553.3844999999	2014-08-26 03:06:19.507574	
1339551.1091	2014-08-26 03:06:20.527727	
1339548.8614000001	2014-08-26 03:06:21.547880	
1339546.6414000001	2014-08-26 03:06:22.568034	
1339544.4491999999	2014-08-26 03:06:23.588187	
1339542.2848	2014-08-26 03:06:24.608342	
1339540.1481000001	2014-08-26 03:06:25.628496	
1339538.0392	2014-08-26 03:06:26.648650	
1339535.9580000001	2014-08-26 03:06:27.668804	
1339533.9047000001	2014-08-26 03:06:28.688957	
1339531.8792000001	2014-08-26 03:06:29.709109	
1339529.8814999999	2014-08-26 03:06:30.729264	
1339527.9116	2014-08-26 03:06:31.749417	
1339525.9694999999	2014-08-26 03:06:32.769571	
1339524.0552999999	2014-08-26 03:06:33.789725	
1339522.1688999999	2014-08-26 03:06:34.809879	
1339520.3104000001	2014-08-26 03:06:35.830033	
1339518.4798000001	2014-08-26 03:06:36.850187	
1339516.6769999999	2014-08-26 03:06:37.870339	
1339514.9021999999	2014-08-26 03:06:38.890494	
1339513.1551999999	2014-08-26 03:06:39.910647	
1339511.4361	2014-08-26 03:06:40.930801	
1339509.7450000001	2014-08-26 03:06:41.950954	
1339508.0817	2014-08-26 03:06:42.971109	
1339506.4464	2014-08-26 03:06:43.991263	
1339504.8391	2014-08-26 03:06:45.011416	
1339503.2597000001	2014-08-26 03:06:46.031569	
1339501.7082	2014-08-26 03:06:47.051724	
1339500.1847000001	2014-08-26 03:06:48.071876	
1339498.6891999999	2014-08-26 03:06:49.092031	
1339497.2216	2014-08-26 03:06:50.112184	
1339495.7819999999	2014-08-26 03:06:51.132338	
1339494.3705	2014-08-26 03:06:52.152492	
1339492.9868999999	2014-08-26 03:06:53.172646	
1339491.6313	2014-08-26 03:06:54.192798	
1339490.3037	2014-08-26 03:06:55.212954	
1339489.0042000001	2014-08-26 03:06:56.233106	
1339487.7327000001	2014-08-26 03:06:57.253259	
1339486.4892	2014-08-26 03:06:58.273414	
1339485.2738000001	2014-08-26 03:06:59.293568	
1339484.0863999999	2014-08-26 03:07:00.313722	
1339482.9271	2014-08-26 03:07:01.333874	
1339481.7958	2014-08-26 03:07:02.354029	
1339480.6926	2014-08-26 03:07:03.374182	
1339479.6174999999	2014-08-26 03:07:04.394335	
1339478.5704999999	2014-08-26 03:07:05.414489	
1339477.5515000001	2014-08-26 03:07:06.434644	
1339476.5606	2014-08-26 03:07:07.454797	
1339475.5978999999	2014-08-26 03:07:08.474951	
1339474.6632000001	2014-08-26 03:07:09.495105	
1339473.7567	2014-08-26 03:07:10.515259	
1339472.8781999999	2014-08-26 03:07:11.535411	
1339472.0279000001	2014-08-26 03:07:12.555565	
1339471.2057	2014-08-26 03:07:13.575719	
1339470.4117000001	2014-08-26 03:07:14.595873	
1339469.6457	2014-08-26 03:07:15.616027	
1339468.9080000001	2014-08-26 03:07:16.636181	
1339468.1983	2014-08-26 03:07:17.656334	
1339467.5168000001	2014-08-26 03:07:18.676489	
1339466.8635	2014-08-26 03:07:19.696641	
1339466.2383000001	2014-08-26 03:07:20.716794	
1339465.6413	2014-08-26 03:07:21.736949	
1339465.0725	2014-08-26 03:07:22.757102	
1339464.5319000001	2014-08-26 03:07:23.777256	
1339464.0194000001	2014-08-26 03:07:24.797411	
1339463.5351	2014-08-26 03:07:25.817564	
1339463.0789999999	2014-08-26 03:07:26.837718	
1339462.6510000001	2014-08-26 03:07:27.857872	
1339462.2513000001	2014-08-26 03:07:28.878024	
1339461.8798	2014-08-26 03:07:29.898178	
1339461.5364999999	2014-08-26 03:07:30.918332	
1339461.2213000001	2014-08-26 03:07:31.938486	
1339460.9343999999	2014-08-26 03:07:32.958640	
1339460.6757	2014-08-26 03:07:33.978794	
1339460.4452	2014-08-26 03:07:34.998946	
1339460.243	2014-08-26 03:07:36.019101	
1339460.0689000001	2014-08-26 03:07:37.039254	
1339459.9231	2014-08-26 03:07:38.059408	
1339459.8055	2014-08-26 03:07:39.079561	
1339459.7161000001	2014-08-26 03:07:40.099716	
1339459.655	2014-08-26 03:07:41.119869	
1339459.6221	2014-08-26 03:07:42.140023	
1339459.6174000001	2014-08-26 03:07:43.160176	
1339459.6410000001	2014-08-26 03:07:44.180331	
1339459.6928000001	2014-08-26 03:07:45.200483	
1339459.7727999999	2014-08-26 03:07:46.220638	
1339459.8810999999	2014-08-26 03:07:47.240791	
1339460.0177	2014-08-26 03:07:48.260945	
1339460.1825000001	2014-08-26 03:07:49.281098	
1339460.3755000001	2014-08-26 03:07:50.301253	
1339460.5967999999	2014-08-26 03:07:51.321407	
1339460.8463999999	2014-08-26 03:07:52.341559	
1339461.1242	2014-08-26 03:07:53.361712	
1339461.4302000001	2014-08-26 03:07:54.381867	
1339461.7646000001	2014-08-26 03:07:55.402021	
1339462.1270999999	2014-08-26 03:07:56.422174	
1339462.5179999999	2014-08-26 03:07:57.442329	
1339462.9371	2014-08-26 03:07:58.462482	
1339463.3844000001	2014-08-26 03:07:59.482636	
1339463.8600000001	2014-08-26 03:08:00.502789	
1339464.3639	2014-08-26 03:08:01.522942	
1339464.8961	2014-08-26 03:08:02.543096	
1339465.4565000001	2014-08-26 03:08:03.563251	
1339466.0451	2014-08-26 03:08:04.583404	
1339466.6621000001	2014-08-26 03:08:05.603558	
1339467.3073	2014-08-26 03:08:06.623712	
1339467.9807	2014-08-26 03:08:07.643866	
1339468.6825000001	2014-08-26 03:08:08.664018	
1339469.4124	2014-08-26 03:08:09.684172	
1339470.1706999999	2014-08-26 03:08:10.704326	
1339470.9572000001	2014-08-26 03:08:11.724479	
1339471.7720000001	2014-08-26 03:08:12.744634	
1339472.615	2014-08-26 03:08:13.764788	
1339473.4863	2014-08-26 03:08:14.784941	
1339474.3858	2014-08-26 03:08:15.805096	
1339475.3136	2014-08-26 03:08:16.825249	
1339476.2697000001	2014-08-26 03:08:17.845401	
1339477.254	2014-08-26 03:08:18.865556	
1339478.2666	2014-08-26 03:08:19.885709	
1339479.3074	2014-08-26 03:08:20.905863	
1339480.3765	2014-08-26 03:08:21.926018	
1339481.4738	2014-08-26 03:08:22.946171	
1339482.5993999999	2014-08-26 03:08:23.966323	
1339483.7531999999	2014-08-26 03:08:24.986479	
1339484.9353	2014-08-26 03:08:26.006631	
1339486.1455999999	2014-08-26 03:08:27.026785	
1339487.3840999999	2014-08-26 03:08:28.046939	
1339488.6509	2014-08-26 03:08:29.067093	
1339489.9458999999	2014-08-26 03:08:30.087246	
1339491.2692	2014-08-26 03:08:31.107401	
1339492.6206	2014-08-26 03:08:32.127553	
1339494.0004	2014-08-26 03:08:33.147708	
1339495.4083	2014-08-26 03:08:34.167861	
1339496.8444000001	2014-08-26 03:08:35.188015	
1339498.3088	2014-08-26 03:08:36.208168	
1339499.8014	2014-08-26 03:08:37.228323	
1339501.3222000001	2014-08-26 03:08:38.248476	
1339502.8711999999	2014-08-26 03:08:39.268631	
1339504.4484000001	2014-08-26 03:08:40.288783	
1339506.0538999999	2014-08-26 03:08:41.308937	
1339507.6875	2014-08-26 03:08:42.329092	
1339509.3492999999	2014-08-26 03:08:43.349244	
1339511.0393000001	2014-08-26 03:08:44.369399	
1339512.7575000001	2014-08-26 03:08:45.389552	
1339514.5038999999	2014-08-26 03:08:46.409706	
1339516.2785	2014-08-26 03:08:47.429859	
1339518.0811999999	2014-08-26 03:08:48.450014	
1339519.9121000001	2014-08-26 03:08:49.470166	
1339521.7712000001	2014-08-26 03:08:50.490320	
1339523.6584000001	2014-08-26 03:08:51.510474	
1339525.5737999999	2014-08-26 03:08:52.530629	
1339527.5174	2014-08-26 03:08:53.550782	
1339529.4890999999	2014-08-26 03:08:54.570936	
1339531.4889	2014-08-26 03:08:55.591089	
1339533.5168999999	2014-08-26 03:08:56.611244	
1339535.5730000001	2014-08-26 03:08:57.631396	
1339537.6572	2014-08-26 03:08:58.651549	
1339539.7696	2014-08-26 03:08:59.671704	
1339541.9101	2014-08-26 03:09:00.691858	
1339544.0787	2014-08-26 03:09:01.712011	
1339546.2753999999	2014-08-26 03:09:02.732166	
1339548.5001999999	2014-08-26 03:09:03.752319	
1339550.7531000001	2014-08-26 03:09:04.772474	
1339553.0341	2014-08-26 03:09:05.792626	
1339555.3430999999	2014-08-26 03:09:06.812779	
1339557.6802999999	2014-08-26 03:09:07.832934	
1339560.0455	2014-08-26 03:09:08.853087	
1339562.4388000001	2014-08-26 03:09:09.873241	
1339564.8600999999	2014-08-26 03:09:10.893396	
1339567.3095	2014-08-26 03:09:11.913549	
1339569.787	2014-08-26 03:09:12.933701	
1339572.2923999999	2014-08-26 03:09:13.953856	
1339574.8259000001	2014-08-26 03:09:14.974009	
1339577.3875	2014-08-26 03:09:15.994163	
1339579.977	2014-08-26 03:09:17.014317	
1339582.5946	2014-08-26 03:09:18.034471	
1339585.2401000001	2014-08-26 03:09:19.054625	
1339587.9136999999	2014-08-26 03:09:20.074779	
1339590.6151999999	2014-08-26 03:09:21.094931	
1339593.3448000001	2014-08-26 03:09:22.115086	
1339596.1022999999	2014-08-26 03:09:23.135239	
1339598.8877000001	2014-08-26 03:09:24.155393	
1339601.7010999999	2014-08-26 03:09:25.175546	
1339604.5425	2014-08-26 03:09:26.195701	
1339607.4117999999	2014-08-26 03:09:27.215855	
1339610.3091	2014-08-26 03:09:28.236008	
1339613.2342000001	2014-08-26 03:09:29.256161	
1339616.1873000001	2014-08-26 03:09:30.276316	
1339619.1683	2014-08-26 03:09:31.296468	
1339622.1772	2014-08-26 03:09:32.316622	
1339625.2139999999	2014-08-26 03:09:33.336777	
1339628.2786000001	2014-08-26 03:09:34.356930	
1339631.3711999999	2014-08-26 03:09:35.377084	
1339634.4916000001	2014-08-26 03:09:36.397237	
1339637.6398	2014-08-26 03:09:37.417392	
1339640.8159	2014-08-26 03:09:38.437544	
1339644.0199	2014-08-26 03:09:39.457699	
1339647.2516000001	2014-08-26 03:09:40.477852	
1339650.5112000001	2014-08-26 03:09:41.498006	
1339653.7986000001	2014-08-26 03:09:42.518160	
1339657.1137999999	2014-08-26 03:09:43.538314	
1339660.4568	2014-08-26 03:09:44.558466	
1339663.8276	2014-08-26 03:09:45.578622	
1339667.2261000001	2014-08-26 03:09:46.598774	
1339670.6524	2014-08-26 03:09:47.618927	
1339674.1063999999	2014-08-26 03:09:48.639082	
1339677.5882000001	2014-08-26 03:09:49.659236	
1339681.0977	2014-08-26 03:09:50.679390	
1339684.6348999999	2014-08-26 03:09:51.699544	
1339688.1998000001	2014-08-26 03:09:52.719696	
1339691.7925	2014-08-26 03:09:53.739850	
1339695.4128	2014-08-26 03:09:54.760004	
1339699.0607	2014-08-26 03:09:55.780157	
1339702.7364000001	2014-08-26 03:09:56.800312	
1339706.4397	2014-08-26 03:09:57.820466	
1339710.1706000001	2014-08-26 03:09:58.840619	
1339713.9291999999	2014-08-26 03:09:59.860774	
1339717.7154000001	2014-08-26 03:10:00.880927	
1339721.5292	2014-08-26 03:10:01.901079	
1339725.3706	2014-08-26 03:10:02.921234	
1339729.2396	2014-08-26 03:10:03.941387	
1339733.1361	2014-08-26 03:10:04.961541	
1339737.0601999999	2014-08-26 03:10:05.981696	
1339741.0119	2014-08-26 03:10:07.001849	
1339744.9911	2014-08-26 03:10:08.022003	
1339748.9978	2014-08-26 03:10:09.042157	
1339753.0319999999	2014-08-26 03:10:10.062309	
1339757.0937999999	2014-08-26 03:10:11.082464	
1339761.183	2014-08-26 03:10:12.102617	
1339765.2997000001	2014-08-26 03:10:13.122771	
1339769.4438	2014-08-26 03:10:14.142925	
1339773.6154	2014-08-26 03:10:15.163079	
1339777.8145000001	2014-08-26 03:10:16.183231	
1339782.0408999999	2014-08-26 03:10:17.203387	
1339786.2948	2014-08-26 03:10:18.223539	
1339790.5760999999	2014-08-26 03:10:19.243693	
1339794.8847000001	2014-08-26 03:10:20.263847	
1339799.2206999999	2014-08-26 03:10:21.284001	
1339803.5841000001	2014-08-26 03:10:22.304155	
1339807.9748	2014-08-26 03:10:23.324307	
1339812.3929000001	2014-08-26 03:10:24.344463	
1339816.8382000001	2014-08-26 03:10:25.364615	
1339821.3108999999	2014-08-26 03:10:26.384770	
1339825.8108999999	2014-08-26 03:10:27.404923	
1339830.3381000001	2014-08-26 03:10:28.425077	
1339834.8925999999	2014-08-26 03:10:29.445230	
1339839.4742999999	2014-08-26 03:10:30.465385	
1339844.0833000001	2014-08-26 03:10:31.485537	
1339848.7194999999	2014-08-26 03:10:32.505692	
1339853.3828	2014-08-26 03:10:33.525845	
1339858.0734000001	2014-08-26 03:10:34.545998	
1339862.7912000001	2014-08-26 03:10:35.566153	
1339867.5360999999	2014-08-26 03:10:36.586307	
1339872.3081	2014-08-26 03:10:37.606460	
1339877.1073	2014-08-26 03:10:38.626615	
1339881.9335	2014-08-26 03:10:39.646767	
1339886.7868999999	2014-08-26 03:10:40.666922	
1339891.6673999999	2014-08-26 03:10:41.687075	
1339896.5748999999	2014-08-26 03:10:42.707228	
1339901.5094999999	2014-08-26 03:10:43.727382	
1339906.4711	2014-08-26 03:10:44.747537	
1339911.4597	2014-08-26 03:10:45.767690	
1339916.4753	2014-08-26 03:10:46.787844	
1339921.5179999999	2014-08-26 03:10:47.807998	
1339926.5874999999	2014-08-26 03:10:48.828150	
1339931.6841	2014-08-26 03:10:49.848304	
1339936.8075999999	2014-08-26 03:10:50.868458	
1339941.9580000001	2014-08-26 03:10:51.888612	
1339947.1353	2014-08-26 03:10:52.908767	
1339952.3395	2014-08-26 03:10:53.928920	
1339957.5706	2014-08-26 03:10:54.949074	
1339962.8285000001	2014-08-26 03:10:55.969228	
1339968.1133000001	2014-08-26 03:10:56.989380	
1339973.4249	2014-08-26 03:10:58.009534	
1339978.7633	2014-08-26 03:10:59.029688	
1339984.1284	2014-08-26 03:11:00.049842	
1339989.5204	2014-08-26 03:11:01.069995	
1339994.9391000001	2014-08-26 03:11:02.090150	
1340000.3846	2014-08-26 03:11:03.110304	
1340005.8566999999	2014-08-26 03:11:04.130457	
1340011.3555999999	2014-08-26 03:11:05.150610	
1340016.8810999999	2014-08-26 03:11:06.170764	
1340022.4332999999	2014-08-26 03:11:07.190917	
1340028.0122	2014-08-26 03:11:08.211072	
1340033.6177000001	2014-08-26 03:11:09.231225	
1340039.2498000001	2014-08-26 03:11:10.251379	
1340044.9084999999	2014-08-26 03:11:11.271532	
1340050.5937999999	2014-08-26 03:11:12.291687	
1340056.3056000001	2014-08-26 03:11:13.311840	
1340062.044	2014-08-26 03:11:14.331993	
1340067.8088	2014-08-26 03:11:15.352148	
1340073.6002	2014-08-26 03:11:16.372301	
1340079.4180999999	2014-08-26 03:11:17.392456	
1340085.2623999999	2014-08-26 03:11:18.412608	
1340091.1332	2014-08-26 03:11:19.432763	
1340097.0304	2014-08-26 03:11:20.452916	
1340102.9539999999	2014-08-26 03:11:21.473069	
1340108.9040000001	2014-08-26 03:11:22.493223	
1340114.8803999999	2014-08-26 03:11:23.513378	
1340120.8831	2014-08-26 03:11:24.533531	
1340126.9121000001	2014-08-26 03:11:25.553685	
1340132.9674	2014-08-26 03:11:26.573838	
1340139.0490999999	2014-08-26 03:11:27.593993	
1340145.1569999999	2014-08-26 03:11:28.614146	
1340151.2911	2014-08-26 03:11:29.634299	
1340157.4515	2014-08-26 03:11:30.654453	
1340163.6381000001	2014-08-26 03:11:31.674608	
1340169.8509	2014-08-26 03:11:32.694761	
1340176.0898	2014-08-26 03:11:33.714915	
1340182.3548999999	2014-08-26 03:11:34.735068	
1340188.6462000001	2014-08-26 03:11:35.755223	
1340194.9635000001	2014-08-26 03:11:36.775375	
1340201.3069	2014-08-26 03:11:37.795529	
1340207.6764	2014-08-26 03:11:38.815683	
1340214.0719000001	2014-08-26 03:11:39.835837	
1340220.4935000001	2014-08-26 03:11:40.855991	
1340226.9410000001	2014-08-26 03:11:41.876145	
1340233.4145	2014-08-26 03:11:42.896298	
1340239.9140000001	2014-08-26 03:11:43.916451	
1340246.4395000001	2014-08-26 03:11:44.936605	
1340252.9908	2014-08-26 03:11:45.956759	
1340259.5681	2014-08-26 03:11:46.976913	
1340266.1712	2014-08-26 03:11:47.997067	
1340272.8001999999	2014-08-26 03:11:49.017221	
1340279.4550000001	2014-08-26 03:11:50.037375	
1340286.1355999999	2014-08-26 03:11:51.057528	
1340292.8419999999	2014-08-26 03:11:52.077681	
1340299.5741000001	2014-08-26 03:11:53.097835	
1340306.3319999999	2014-08-26 03:11:54.117988	
1340313.1157	2014-08-26 03:11:55.138143	
1340319.925	2014-08-26 03:11:56.158297	
1340326.76	2014-08-26 03:11:57.178451	
1340333.6207000001	2014-08-26 03:11:58.198603	
1340340.5068999999	2014-08-26 03:11:59.218758	
1340347.4188000001	2014-08-26 03:12:00.238911	
1340354.3563000001	2014-08-26 03:12:01.259065	
1340361.3193000001	2014-08-26 03:12:02.279218	
1340368.3078999999	2014-08-26 03:12:03.299373	
1340375.3219999999	2014-08-26 03:12:04.319527	
1340382.3615999999	2014-08-26 03:12:05.339679	
1340389.4267	2014-08-26 03:12:06.359834	
1340396.5171000001	2014-08-26 03:12:07.379987	
1340403.6331	2014-08-26 03:12:08.400141	
1340410.7744	2014-08-26 03:12:09.420295	
1340417.9410999999	2014-08-26 03:12:10.440449	
1340425.1331	2014-08-26 03:12:11.460602	
1340432.3504999999	2014-08-26 03:12:12.480757	
1340439.5932	2014-08-26 03:12:13.500909	
1340446.8611000001	2014-08-26 03:12:14.521064	
1340454.1543000001	2014-08-26 03:12:15.541217	
1340461.4728000001	2014-08-26 03:12:16.561371	
1340468.8163999999	2014-08-26 03:12:17.581524	
1340476.1853	2014-08-26 03:12:18.601679	
1340483.5792	2014-08-26 03:12:19.621832	
1340490.9983999999	2014-08-26 03:12:20.641986	
1340498.4426	2014-08-26 03:12:21.662139	
1340505.9118999999	2014-08-26 03:12:22.682294	
1340513.4062999999	2014-08-26 03:12:23.702447	
1340520.9257	2014-08-26 03:12:24.722601	
1340528.4701	2014-08-26 03:12:25.742754	
1340536.0395	2014-08-26 03:12:26.762909	
1340543.6338	2014-08-26 03:12:27.783062	
1340551.2531000001	2014-08-26 03:12:28.803216	
1340558.8973000001	2014-08-26 03:12:29.823369	
1340566.5663999999	2014-08-26 03:12:30.843522	
1340574.2603	2014-08-26 03:12:31.863677	
1340581.9790000001	2014-08-26 03:12:32.883830	
1340589.7226	2014-08-26 03:12:33.903984	
1340597.4909999999	2014-08-26 03:12:34.924139	
1340605.2841	2014-08-26 03:12:35.944292	
1340613.1018999999	2014-08-26 03:12:36.964446	
1340620.9443999999	2014-08-26 03:12:37.984599	
1340628.8115999999	2014-08-26 03:12:39.004752	
1340636.7034	2014-08-26 03:12:40.024906	
1340644.6199	2014-08-26 03:12:41.045060	
1340652.561	2014-08-26 03:12:42.065214	
1340660.5266	2014-08-26 03:12:43.085369	
1340668.5168000001	2014-08-26 03:12:44.105522	
1340676.5315	2014-08-26 03:12:45.125674	
1340684.5707	2014-08-26 03:12:46.145829	
1340692.6343	2014-08-26 03:12:47.165982	
1340700.7224000001	2014-08-26 03:12:48.186136	
1340708.8348999999	2014-08-26 03:12:49.206290	
1340716.9717000001	2014-08-26 03:12:50.226444	
1340725.1329000001	2014-08-26 03:12:51.246598	
1340733.3185000001	2014-08-26 03:12:52.266752	
1340741.5282999999	2014-08-26 03:12:53.286904	
1340749.7623999999	2014-08-26 03:12:54.307058	
1340758.0208000001	2014-08-26 03:12:55.327212	
1340766.3033	2014-08-26 03:12:56.347366	
1340774.6100999999	2014-08-26 03:12:57.367520	
1340782.9410000001	2014-08-26 03:12:58.387673	
1340791.2960000001	2014-08-26 03:12:59.407828	
1340799.6751999999	2014-08-26 03:13:00.427980	
1340808.0784	2014-08-26 03:13:01.448135	
1340816.5057000001	2014-08-26 03:13:02.468288	
1340824.9569999999	2014-08-26 03:13:03.488442	
1340833.4321999999	2014-08-26 03:13:04.508596	
1340841.9314999999	2014-08-26 03:13:05.528750	
1340850.4546000001	2014-08-26 03:13:06.548903	
1340859.0016999999	2014-08-26 03:13:07.569058	
1340867.5726999999	2014-08-26 03:13:08.589210	
1340876.1675	2014-08-26 03:13:09.609364	
1340884.7860999999	2014-08-26 03:13:10.629518	
1340893.4284999999	2014-08-26 03:13:11.649672	
1340902.0946	2014-08-26 03:13:12.669826	
1340910.7845000001	2014-08-26 03:13:13.689980	
1340919.4981	2014-08-26 03:13:14.710133	
1340928.2354000001	2014-08-26 03:13:15.730288	
1340936.9963	2014-08-26 03:13:16.750440	
1340945.7808000001	2014-08-26 03:13:17.770594	
1340954.5889000001	2014-08-26 03:13:18.790748	
1340963.4206000001	2014-08-26 03:13:19.810902	
1340972.2757999999	2014-08-26 03:13:20.831056	
1340981.1543999999	2014-08-26 03:13:21.851210	
1340990.0564999999	2014-08-26 03:13:22.871362	
1340998.9820999999	2014-08-26 03:13:23.891516	
1341007.9310999999	2014-08-26 03:13:24.911670	
1341016.9034	2014-08-26 03:13:25.931823	
1341025.8991	2014-08-26 03:13:26.951978	
1341034.9180999999	2014-08-26 03:13:27.972132	
1341043.9604	2014-08-26 03:13:28.992286	
1341053.0259	2014-08-26 03:13:30.012440	
1341062.1146	2014-08-26 03:13:31.032592	
1341071.2265999999	2014-08-26 03:13:32.052746	
1341080.3617	2014-08-26 03:13:33.072900	
1341089.5199	2014-08-26 03:13:34.093053	
1341098.7012	2014-08-26 03:13:35.113208	
1341107.9055999999	2014-08-26 03:13:36.133362	
1341117.1329999999	2014-08-26 03:13:37.153516	
1341126.3833999999	2014-08-26 03:13:38.173668	
1341135.6568	2014-08-26 03:13:39.193822	
1341144.9532000001	2014-08-26 03:13:40.213976	
1341154.2723999999	2014-08-26 03:13:41.234130	
1341163.6144999999	2014-08-26 03:13:42.254283	
1341172.9794999999	2014-08-26 03:13:43.274438	
1341182.3673	2014-08-26 03:13:44.294592	
1341191.7779000001	2014-08-26 03:13:45.314744	
1341201.2112	2014-08-26 03:13:46.334900	
1341210.6672	2014-08-26 03:13:47.355052	
1341220.1458999999	2014-08-26 03:13:48.375206	
1341229.6473000001	2014-08-26 03:13:49.395360	
1341239.1713	2014-08-26 03:13:50.415514	
1341248.7179	2014-08-26 03:13:51.435666	
1341258.287	2014-08-26 03:13:52.455822	
1341267.8787	2014-08-26 03:13:53.475974	
1341277.4927999999	2014-08-26 03:13:54.496130	
1341287.1294	2014-08-26 03:13:55.516282	
1341296.7885	2014-08-26 03:13:56.536436	
1341306.4698999999	2014-08-26 03:13:57.556590	
1341316.1736999999	2014-08-26 03:13:58.576744	
1341325.8998	2014-08-26 03:13:59.596896	
1341335.6483	2014-08-26 03:14:00.617052	
1341345.4188999999	2014-08-26 03:14:01.637204	
1341355.2117999999	2014-08-26 03:14:02.657357	
1341365.0268999999	2014-08-26 03:14:03.677512	
1341374.8642	2014-08-26 03:14:04.697666	
1341384.7235999999	2014-08-26 03:14:05.717820	
1341394.6051	2014-08-26 03:14:06.737974	
1341404.5086000001	2014-08-26 03:14:07.758126	
1341414.4342	2014-08-26 03:14:08.778282	
1341424.3818000001	2014-08-26 03:14:09.798434	
1341434.3513	2014-08-26 03:14:10.818588	
1341444.3426999999	2014-08-26 03:14:11.838742	
1341454.3561	2014-08-26 03:14:12.858896	
1341464.3913	2014-08-26 03:14:13.879050	
1341474.4483	2014-08-26 03:14:14.899204	
1341484.5271000001	2014-08-26 03:14:15.919356	
1341494.6277000001	2014-08-26 03:14:16.939510	
1341504.75	2014-08-26 03:14:17.959664	
1341514.8940000001	2014-08-26 03:14:18.979818	
1341525.0596	2014-08-26 03:14:19.999972	
1341535.2468000001	2014-08-26 03:14:21.020126	
1341545.4557	2014-08-26 03:14:22.040280	
1341555.686	2014-08-26 03:14:23.060434	
1341565.9379	2014-08-26 03:14:24.080586	
1341576.2112	2014-08-26 03:14:25.100740	
1341586.5060999999	2014-08-26 03:14:26.120894	
1341596.8223000001	2014-08-26 03:14:27.141047	
1341607.1598	2014-08-26 03:14:28.161202	
1341617.5188	2014-08-26 03:14:29.181356	
1341627.899	2014-08-26 03:14:30.201510	
1341638.3004999999	2014-08-26 03:14:31.221662	
1341648.7231999999	2014-08-26 03:14:32.241816	
1341659.1671	2014-08-26 03:14:33.261970	
1341669.6322000001	2014-08-26 03:14:34.282124	
1341680.1183	2014-08-26 03:14:35.302278	
1341690.6255999999	2014-08-26 03:14:36.322433	
1341701.1540000001	2014-08-26 03:14:37.342586	
1341711.7032999999	2014-08-26 03:14:38.362738	
1341722.2736	2014-08-26 03:14:39.382893	
1341732.8648999999	2014-08-26 03:14:40.403046	
1341743.4771	2014-08-26 03:14:41.423200	
1341754.1100999999	2014-08-26 03:14:42.443354	
1341764.764	2014-08-26 03:14:43.463508	
1341775.4387000001	2014-08-26 03:14:44.483661	
1341786.1340999999	2014-08-26 03:14:45.503816	
1341796.8502	2014-08-26 03:14:46.523968	
1341807.5871000001	2014-08-26 03:14:47.544123	
1341818.3446	2014-08-26 03:14:48.564276	
1341829.1226999999	2014-08-26 03:14:49.584430	
1341839.9214000001	2014-08-26 03:14:50.604584	
1341850.7407	2014-08-26 03:14:51.624738	
1341861.5804000001	2014-08-26 03:14:52.644891	
1341872.4406000001	2014-08-26 03:14:53.665046	
1341883.3211999999	2014-08-26 03:14:54.685198	
1341894.2223	2014-08-26 03:14:55.705353	
1341905.1436000001	2014-08-26 03:14:56.725506	
1341916.0854	2014-08-26 03:14:57.745660	
1341927.0473	2014-08-26 03:14:58.765814	
1341938.0296	2014-08-26 03:14:59.785968	
1341949.0319999999	2014-08-26 03:15:00.806121	
1341960.0545999999	2014-08-26 03:15:01.826276	
1341971.0973	2014-08-26 03:15:02.846428	
1341982.1601	2014-08-26 03:15:03.866583	
1341993.243	2014-08-26 03:15:04.886736	
1342004.3459000001	2014-08-26 03:15:05.906891	
1342015.4687000001	2014-08-26 03:15:06.927044	
1342026.6115000001	2014-08-26 03:15:07.947198	
1342037.7742000001	2014-08-26 03:15:08.967351	
1342048.9568	2014-08-26 03:15:09.987504	
1342060.1592000001	2014-08-26 03:15:11.007658	
1342071.3814000001	2014-08-26 03:15:12.027813	
1342082.6233000001	2014-08-26 03:15:13.047966	
1342093.885	2014-08-26 03:15:14.068121	
1342105.1662999999	2014-08-26 03:15:15.088274	
1342116.4672000001	2014-08-26 03:15:16.108428	
1342127.7877	2014-08-26 03:15:17.128581	
1342139.1277999999	2014-08-26 03:15:18.148734	
1342150.4874	2014-08-26 03:15:19.168888	
1342161.8665	2014-08-26 03:15:20.189043	
1342173.2649999999	2014-08-26 03:15:21.209196	
1342184.6828999999	2014-08-26 03:15:22.229351	
1342196.1202	2014-08-26 03:15:23.249504	
1342207.5767999999	2014-08-26 03:15:24.269656	
1342219.0526000001	2014-08-26 03:15:25.289811	
1342230.5478000001	2014-08-26 03:15:26.309965	
1342242.0621	2014-08-26 03:15:27.330119	
1342253.5955000001	2014-08-26 03:15:28.350273	
1342265.1481000001	2014-08-26 03:15:29.370425	
1342276.7198000001	2014-08-26 03:15:30.390580	
1342288.3104999999	2014-08-26 03:15:31.410733	
1342299.9203000001	2014-08-26 03:15:32.430887	
1342311.5489000001	2014-08-26 03:15:33.451040	
1342323.1965999999	2014-08-26 03:15:34.471195	
1342334.8631	2014-08-26 03:15:35.491349	
1342346.5484	2014-08-26 03:15:36.511503	
1342358.2524999999	2014-08-26 03:15:37.531655	
1342369.9754999999	2014-08-26 03:15:38.551810	
1342381.7171	2014-08-26 03:15:39.571963	
1342393.4774	2014-08-26 03:15:40.592117	
1342405.2563	2014-08-26 03:15:41.612270	
1342417.0538999999	2014-08-26 03:15:42.632425	
1342428.8700000001	2014-08-26 03:15:43.652577	
1342440.7046000001	2014-08-26 03:15:44.672733	
1342452.5577	2014-08-26 03:15:45.692885	
